cust_id,similar_cust_id,score
C0040,C0007,0.6851435175830732
C0040,C0140,0.6390453216383946
C0041,C0017,0.8753411018865551
C0041,C0075,0.8269326688391321
C0041,C0057,0.7660297096997764
C0042,C0176,0.8920546171639213
C0042,C0029,0.7702728114203586
C0042,C0185,0.7608307849261113
C0043,C0097,0.9045202362992163
C0043,C0128,0.9035149752906416
C0043,C0123,0.8349637761890457
C0044,C0066,0.9205117687632323
C0044,C0167,0.7896691734024006
C0044,C0089,0.7710805919937805
C0045,C0162,0.8243217264860462
C0045,C0173,0.7985562662515417
C0045,C0021,0.775082276764356
C0046,C0024,0.790404569333187
C0046,C0059,0.7871078462771037
C0046,C0194,0.751076376399402
C0047,C0116,0.877027360333798
C0047,C0194,0.8268140418382053
C0047,C0189,0.7562615514592081
C0048,C0190,0.9067689802444555
C0048,C0039,0.8614553134933289
C0048,C0085,0.799569354896305
C0049,C0098,0.8586996288825895
C0049,C0034,0.8545497428906699
C0049,C0072,0.8300073219153907
C0050,C0020,0.8561944558995866
C0050,C0026,0.8271585097256929
C0050,C0117,0.804218008178697
C0051,C0057,0.8017057114896853
C0051,C0114,0.7947318243299883
C0051,C0170,0.7582576139895595
C0052,C0076,0.9295712863562409
C0052,C0031,0.7898166345875676
C0052,C0003,0.7727327103304561
C0053,C0100,0.8368164601157032
C0053,C0170,0.8081384747709887
C0053,C0149,0.8058209068499665
C0054,C0028,0.9404859944489394
C0054,C0143,0.8496847672800562
C0054,C0093,0.733149104729979
C0055,C0035,0.9337587533582034
C0055,C0154,0.9284594384235487
C0055,C0072,0.8416008896622998
C0056,C0092,0.9470701486096776
C0056,C0022,0.8728027179998332
C0056,C0088,0.7878050052804837
C0057,C0105,0.8432286271073286
C0057,C0114,0.8233727272049404
C0057,C0017,0.8144946314299196
C0058,C0033,0.9657752479285232
C0058,C0015,0.8945475600930028
C0058,C0144,0.8718633299086677
C0059,C0065,0.888078292544475
C0059,C0046,0.7871078462771037
C0059,C0008,0.7767745351848123
C0060,C0198,0.8798857627803874
C0060,C0014,0.835286331064081
C0060,C0121,0.8230932352193885
C0061,C0132,0.8918674597120809
C0061,C0062,0.8772945849565499
C0061,C0010,0.8516840592029479
C0062,C0103,0.8835370959120897
C0062,C0061,0.8772945849565499
C0062,C0010,0.8625830534525292
C0063,C0132,0.8814742163778364
C0063,C0167,0.8575175996426738
C0063,C0073,0.7904374051915442
C0064,C0070,0.781658671998023
C0064,C0057,0.76041778066865
C0064,C0081,0.7470507663148679
C0065,C0059,0.888078292544475
C0065,C0012,0.7351340610980642
C0065,C0046,0.7096896843559679
C0066,C0044,0.9205117687632323
C0066,C0114,0.8248518823248819
C0066,C0089,0.7398794027226795
C0067,C0183,0.8949381994392067
C0067,C0016,0.8773488630989368
C0067,C0072,0.7988073734159368
C0068,C0018,0.67619872963413
C0068,C0156,0.6626359315547506
C0068,C0122,0.6523959528131986
C0069,C0127,0.8974345960794077
C0069,C0197,0.8267337839587909
C0069,C0199,0.7623170790755514
C0070,C0073,0.8409378133984912
C0070,C0023,0.8268007798775454
C0070,C0135,0.8217636379590518
C0071,C0025,0.8739262428900304
C0071,C0174,0.8277018569107643
C0071,C0083,0.7855598684359915
C0072,C0183,0.8814153955434517
C0072,C0016,0.8629708929755514
C0072,C0055,0.8416008896622998
C0073,C0135,0.9192778542637006
C0073,C0132,0.8788984890127308
C0073,C0070,0.8409378133984912
C0074,C0135,0.796446686942863
C0074,C0061,0.7668364976639542
C0074,C0070,0.7350416169494356
C0075,C0017,0.9238669076774716
C0075,C0041,0.8269326688391321
C0075,C0051,0.7255440360358644
C0076,C0052,0.9295712863562409
C0076,C0031,0.849037287652838
C0076,C0003,0.7794947569068374
C0077,C0032,0.9180772997660496
C0077,C0083,0.8994387001917663
C0077,C0150,0.7967340843028119
C0078,C0110,0.9457250092166671
C0078,C0080,0.9273375368837876
C0078,C0123,0.886141196693357
C0079,C0185,0.7701886803955904
C0079,C0176,0.7013083000720666
C0079,C0160,0.6979865251166617
C0080,C0110,0.980486544151542
C0080,C0140,0.9477673157478413
C0080,C0078,0.9273375368837876
C0081,C0124,0.8457284421146762
C0081,C0172,0.8425167105618999
C0081,C0164,0.8123411547852141
C0082,C0188,0.8595321148298029
C0082,C0165,0.8508070595852416
C0082,C0169,0.8376649280580977
C0083,C0077,0.8994387001917663
C0083,C0150,0.8638902704313152
C0083,C0025,0.8297220347677622
C0084,C0101,0.8461997679043067
C0084,C0028,0.7861975415059324
C0084,C0021,0.7597598847225028
C0085,C0129,0.8576737696502725
C0085,C0048,0.799569354896305
C0085,C0187,0.6950594501440139
C0086,C0166,0.9250015041044408
C0086,C0179,0.9219028075746334
C0086,C0164,0.9155479181716496
C0087,C0155,0.9042865841812536
C0087,C0102,0.7880932278709286
C0087,C0188,0.7703425100132284
C0088,C0056,0.7878050052804837
C0088,C0027,0.7695858940615989
C0088,C0186,0.76655537792673
C0089,C0044,0.7710805919937805
C0089,C0167,0.7554200231291883
C0089,C0066,0.7398794027226795
C0090,C0180,0.845990597827543
C0090,C0021,0.8316796903398491
C0090,C0173,0.7942134166908124
C0091,C0001,0.7768299458439138
C0091,C0184,0.7601390601469236
C0091,C0181,0.7357353909134126
C0092,C0056,0.9470701486096776
C0092,C0022,0.8314782442704024
C0092,C0088,0.7121522142361151
C0093,C0143,0.8897179042744185
C0093,C0145,0.8685818244408443
C0093,C0022,0.8637548222516661
C0094,C0033,0.8292876282073501
C0094,C0058,0.7911698218331659
C0094,C0029,0.7773814633189359
C0095,C0130,0.9578052611517405
C0095,C0150,0.8828079783245888
C0095,C0112,0.814768041264028
C0096,C0148,0.8597454949524772
C0096,C0168,0.775028430256431
C0096,C0188,0.7581888384275215
C0097,C0128,0.9425586602646844
C0097,C0043,0.9045202362992163
C0097,C0123,0.8198504188042215
C0098,C0049,0.8586996288825895
C0098,C0024,0.8477337412515494
C0098,C0154,0.7862753279324622
C0099,C0165,0.8726233951064467
C0099,C0169,0.8050354306064065
C0099,C0108,0.7709783079599768
C0100,C0170,0.8977186971838361
C0100,C0179,0.8930823502472175
C0100,C0037,0.8612308775092405
C0101,C0021,0.9188381911456287
C0101,C0028,0.8803132077280863
C0101,C0084,0.8461997679043067
C0102,C0188,0.9815282803243193
C0102,C0155,0.8513177690630687
C0102,C0082,0.7999818987960216
C0103,C0062,0.8835370959120897
C0103,C0086,0.8523610380151112
C0103,C0166,0.8369349012133314
C0104,C0113,0.8971803583452551
C0104,C0004,0.8537307092182913
C0104,C0163,0.772063563273331
C0105,C0057,0.8432286271073286
C0105,C0114,0.7962357233066614
C0105,C0051,0.7509639988741041
C0106,C0134,0.9245635783450851
C0106,C0002,0.9209160533049688
C0106,C0159,0.8553670758790793
C0107,C0184,0.7925622867007172
C0107,C0192,0.7921627932896748
C0107,C0013,0.7264742530578608
C0108,C0169,0.8154294085717304
C0108,C0099,0.7709783079599768
C0108,C0165,0.73481190811789
C0109,C0156,0.799913619879344
C0109,C0034,0.7057374551789201
C0109,C0175,0.6870575520029955
C0110,C0080,0.980486544151542
C0110,C0078,0.9457250092166671
C0110,C0123,0.9035862443876319
C0111,C0081,0.7182296324480748
C0111,C0009,0.6584272353980976
C0111,C0010,0.6553145039959328
C0112,C0192,0.929532645791406
C0112,C0120,0.8737611128616749
C0112,C0001,0.8469787524284421
C0113,C0004,0.9292394513740887
C0113,C0104,0.8971803583452551
C0113,C0102,0.7367181208222024
C0114,C0182,0.908192734240235
C0114,C0066,0.8248518823248819
C0114,C0057,0.8233727272049404
C0115,C0146,0.832244513067424
C0115,C0078,0.8197364631757056
C0115,C0140,0.7570215563599847
C0116,C0189,0.9093534763370618
C0116,C0194,0.8870722728940915
C0116,C0024,0.8818993297211783
C0117,C0026,0.861804470752088
C0117,C0185,0.8415830850448578
C0117,C0018,0.8148817183470786
C0118,C0184,0.8384884529317056
C0118,C0192,0.8105301895328968
C0118,C0001,0.8102988764756568
C0119,C0121,0.8899160517803871
C0119,C0199,0.848183478204259
C0119,C0172,0.8255063646370145
C0120,C0112,0.8737611128616749
C0120,C0001,0.8600527359545286
C0120,C0192,0.7794559710478867
C0121,C0119,0.8899160517803871
C0121,C0060,0.8230932352193885
C0121,C0014,0.7999885216608259
C0122,C0067,0.6883219248893137
C0122,C0160,0.6789188833943455
C0122,C0079,0.6625511638473899
C0123,C0080,0.9104590429589419
C0123,C0110,0.9035862443876319
C0123,C0078,0.886141196693357
C0124,C0081,0.8457284421146762
C0124,C0041,0.7282293399075744
C0124,C0182,0.7115266940764313
C0125,C0050,0.7828680712873056
C0125,C0131,0.7292902403011223
C0125,C0035,0.6462017554493003
C0126,C0011,0.8669409547166775
C0126,C0171,0.8667259396338927
C0126,C0191,0.8191205605685489
C0127,C0069,0.8974345960794077
C0127,C0119,0.8018201629476454
C0127,C0199,0.7620083641487126
C0128,C0097,0.9425586602646844
C0128,C0043,0.9035149752906416
C0128,C0123,0.8686526598245634
C0129,C0003,0.8654559910157081
C0129,C0085,0.8576737696502725
C0129,C0031,0.8416619438559557
C0130,C0095,0.9578052611517405
C0130,C0150,0.9232356374119682
C0130,C0112,0.8334831841426252
C0131,C0015,0.811840371634681
C0131,C0038,0.7993284120842807
C0131,C0160,0.7824107886412464
C0132,C0061,0.8918674597120809
C0132,C0063,0.8814742163778364
C0132,C0073,0.8788984890127308
C0133,C0158,0.8115975071575998
C0133,C0003,0.7728371763093989
C0133,C0025,0.7263083765325127
C0134,C0106,0.9245635783450851
C0134,C0002,0.9236670826580259
C0134,C0159,0.7690591946700175
C0135,C0073,0.9192778542637006
C0135,C0132,0.8682105036855043
C0135,C0070,0.8217636379590518
C0136,C0138,0.7846759455297683
C0136,C0090,0.686995921412258
C0136,C0065,0.6734529322245584
C0137,C0187,0.8044897979900633
C0137,C0052,0.7642471505548611
C0137,C0174,0.7385916121053366
C0138,C0136,0.7846759455297683
C0138,C0143,0.7670528410709119
C0138,C0200,0.6974712355074743
C0139,C0038,0.7337347066813285
C0139,C0160,0.7315222901076661
C0139,C0047,0.6772693346658959
C0140,C0080,0.9477673157478413
C0140,C0110,0.8983517875104494
C0140,C0007,0.8733611879922593
C0141,C0053,0.7736931780884173
C0141,C0041,0.7343283244370181
C0141,C0075,0.6797187729634064
C0142,C0193,0.85798726918286
C0142,C0177,0.8124600605330526
C0142,C0027,0.8007820452629564
C0143,C0093,0.8897179042744185
C0143,C0022,0.8884068811666208
C0143,C0145,0.8752382338273814
C0144,C0036,0.9581093962095281
C0144,C0058,0.8718633299086677
C0144,C0015,0.8591536415776413
C0145,C0022,0.8896498101880485
C0145,C0143,0.8752382338273814
C0145,C0093,0.8685818244408443
C0146,C0177,0.8952161927677333
C0146,C0186,0.883467625201091
C0146,C0115,0.832244513067424
C0147,C0174,0.7415072857545986
C0147,C0153,0.6961506569229029
C0147,C0118,0.6958543333678903
C0148,C0096,0.8597454949524772
C0148,C0163,0.857647462695103
C0148,C0168,0.7672109742074957
C0149,C0053,0.8058209068499665
C0149,C0170,0.7305506841987068
C0149,C0051,0.7165234777027211
C0150,C0130,0.9232356374119682
C0150,C0095,0.8828079783245888
C0150,C0083,0.8638902704313152
C0151,C0032,0.8932614238856744
C0151,C0031,0.8420155266863778
C0151,C0077,0.7945646490519526
C0152,C0025,0.7386733337547393
C0152,C0052,0.7091433247881147
C0152,C0158,0.7064050924989108
C0153,C0011,0.8886993419111958
C0153,C0171,0.8475473818714628
C0153,C0165,0.8294047221548306
C0154,C0055,0.9284594384235487
C0154,C0194,0.9028882726098008
C0154,C0035,0.8723524137212647
C0155,C0087,0.9042865841812536
C0155,C0102,0.8513177690630687
C0155,C0188,0.8192652741945701
C0156,C0109,0.799913619879344
C0156,C0165,0.7350576535649406
C0156,C0068,0.6626359315547506
C0157,C0189,0.8766004546290102
C0157,C0035,0.8429027397757204
C0157,C0116,0.8143861039188073
C0158,C0133,0.8115975071575998
C0158,C0129,0.7721636179040109
C0158,C0003,0.7629584452819316
C0159,C0002,0.9131406241193735
C0159,C0106,0.8553670758790793
C0159,C0128,0.8403020554515285
C0160,C0038,0.9966679838898517
C0160,C0131,0.7824107886412464
C0160,C0139,0.7315222901076661
C0161,C0027,0.7510802533521787
C0161,C0175,0.7264065846786216
C0161,C0021,0.7174371624914395
C0162,C0173,0.8342881419659992
C0162,C0045,0.8243217264860462
C0162,C0090,0.7518850544695826
C0163,C0148,0.857647462695103
C0163,C0012,0.784523990914948
C0163,C0104,0.772063563273331
C0164,C0086,0.9155479181716496
C0164,C0179,0.8732378224149021
C0164,C0166,0.8170751812867953
C0165,C0099,0.8726233951064467
C0165,C0169,0.8628367581407337
C0165,C0082,0.8508070595852416
C0166,C0086,0.9250015041044408
C0166,C0199,0.8508571695029495
C0166,C0103,0.8369349012133314
C0167,C0063,0.8575175996426738
C0167,C0061,0.8341476912909686
C0167,C0132,0.7933973855206947
C0168,C0096,0.775028430256431
C0168,C0148,0.7672109742074957
C0168,C0155,0.6940199887170023
C0169,C0165,0.8628367581407337
C0169,C0082,0.8376649280580977
C0169,C0108,0.8154294085717304
C0170,C0100,0.8977186971838361
C0170,C0182,0.8852881614772496
C0170,C0196,0.8384217913273674
C0171,C0126,0.8667259396338927
C0171,C0011,0.8627694246710196
C0171,C0153,0.8475473818714628
C0172,C0081,0.8425167105618999
C0172,C0119,0.8255063646370145
C0172,C0121,0.7600007431030162
C0173,C0175,0.9416849281054606
C0173,C0162,0.8342881419659992
C0173,C0145,0.8182605301386254
C0174,C0011,0.8415801605285612
C0174,C0071,0.8277018569107643
C0174,C0118,0.773117146394913
C0175,C0173,0.9416849281054606
C0175,C0145,0.8102949446738463
C0175,C0101,0.7475711637593737
C0176,C0042,0.8920546171639213
C0176,C0029,0.8589076405838697
C0176,C0131,0.7124560221223397
C0177,C0146,0.8952161927677333
C0177,C0123,0.8359649828988545
C0177,C0186,0.8133572555420052
C0178,C0123,0.8555421663664434
C0178,C0159,0.8352253391345875
C0178,C0180,0.8086892243073632
C0179,C0086,0.9219028075746334
C0179,C0100,0.8930823502472175
C0179,C0164,0.8732378224149021
C0180,C0090,0.845990597827543
C0180,C0178,0.8086892243073632
C0180,C0177,0.8062637460721128
C0181,C0190,0.8735800100691011
C0181,C0039,0.856590789771488
C0181,C0003,0.8080428752325981
C0182,C0114,0.908192734240235
C0182,C0170,0.8852881614772496
C0182,C0057,0.7938680458411408
C0183,C0016,0.992522289202599
C0183,C0067,0.8949381994392067
C0183,C0072,0.8814153955434517
C0184,C0118,0.8384884529317056
C0184,C0192,0.8014577517487103
C0184,C0107,0.7925622867007172
C0185,C0117,0.8415830850448578
C0185,C0079,0.7701886803955904
C0185,C0042,0.7608307849261113
C0186,C0146,0.883467625201091
C0186,C0005,0.8222839648276071
C0186,C0177,0.8133572555420052
C0187,C0006,0.9008503673463532
C0187,C0137,0.8044897979900633
C0187,C0012,0.7066435700684948
C0188,C0102,0.9815282803243193
C0188,C0082,0.8595321148298029
C0188,C0155,0.8192652741945701
C0189,C0116,0.9093534763370618
C0189,C0157,0.8766004546290102
C0189,C0154,0.8580032065218569
C0190,C0048,0.9067689802444555
C0190,C0181,0.8735800100691011
C0190,C0039,0.8415695497346944
C0191,C0126,0.8191205605685489
C0191,C0174,0.7522956231341401
C0191,C0011,0.7336880880346585
C0192,C0112,0.929532645791406
C0192,C0118,0.8105301895328968
C0192,C0130,0.8026812219029573
C0193,C0142,0.85798726918286
C0193,C0027,0.8012615049003066
C0193,C0177,0.6890080136313919
C0194,C0154,0.9028882726098008
C0194,C0116,0.8870722728940915
C0194,C0024,0.8715287865883405
C0195,C0003,0.8605918008817378
C0195,C0039,0.8224289715842552
C0195,C0181,0.7426966784218952
C0196,C0170,0.8384217913273674
C0196,C0053,0.8007830288423949
C0196,C0100,0.7746071383027618
C0197,C0199,0.9298905331471604
C0197,C0069,0.8267337839587909
C0197,C0198,0.7823307389463003
C0198,C0060,0.8798857627803874
C0198,C0009,0.8624280540516861
C0198,C0062,0.8454722726854298
C0199,C0197,0.9298905331471604
C0199,C0166,0.8508571695029495
C0199,C0119,0.848183478204259
C0200,C0022,0.9006928995474953
C0200,C0143,0.835794423664857
C0200,C0145,0.7828914186202132
